starting frequency (kHz),final frequency (kHz),minimum frequency (kHz),maximum frequency (kHz),mean frequency (kHz),frequency bandwidth (kHz),syllable duration (msec),total syllable energy (dB),peak syllable amplitude (dB),Clean 
96.92,96.68,96.68,102.29,96.68,5.62,16,-3.37,-12.59,1
71.78,71.04,71.04,74.95,72.33,3.91,20.8,8.59,-3.6,1
72.51,69.34,70.07,76.9,71.77,6.84,25.6,6.94,-6.04,1
70.07,70.8,70.07,75.93,71.74,5.86,32,8.19,-6.8,1
84.47,93.02,84.47,95.21,83.09,10.74,17.6,2.15,-8.27,1
78.86,76.66,77.15,81.54,76.16,4.39,17.6,13.26,2.9,1
79.1,73.24,73.97,81.79,75.88,7.81,19.2,15.39,3.54,1
54.93,55.91,54.93,58.35,41.93,3.42,64,-2.67,-11.89,0
38.33,57.62,38.33,60.79,49.94,22.46,116.8,8.3,-7.32,0
45.41,39.79,41.26,104.98,71.89,63.72,508.8,46.1,26.78,0
72.27,57.13,57.37,79.59,72.65,22.22,48,28.12,12.91,1
63.48,65.43,35.4,78.37,69.93,42.97,57.6,41.55,29.22,1
64.94,60.55,38.82,87.4,69.36,48.58,78.4,39.82,26.89,1
77.15,74.46,74.46,79.83,76.66,5.37,22.4,13.61,2.22,1
73,60.55,60.55,76.66,69.59,16.11,38.4,33.59,19.01,1
63.23,62.26,62.5,66.65,63.7,4.15,33.6,23.12,9.62,1
71.78,62.5,62.74,76.9,72.07,14.16,59.2,30.19,13.94,1
69.09,68.85,68.85,71.04,69.31,2.2,25.6,0.88,-8.44,1
42.48,56.4,42.24,104.74,69.15,62.5,38.4,51.47,40.6,1
77.64,76.66,77.15,79.1,70.42,1.95,14.4,4.74,-4.65,1
74.95,71.29,71.29,78.86,75.19,7.57,28.8,20.22,6.81,1
61.77,61.52,61.77,65.43,59.31,3.66,32,4.79,-7.14,1
79.59,76.9,77.64,83.5,78.7,5.86,30.4,18.68,5.37,1
77.39,71.78,72.27,81.3,76.17,9.03,27.2,25.95,13.91,1
79.59,76.66,76.66,83.01,79.39,6.35,19.2,15.6,5.16,1
76.42,73.97,74.22,79.1,74.38,4.88,19.2,12.91,1.46,1
75.93,73.49,73.49,80.08,76.5,6.59,20.8,20.04,8.99,1
76.66,75.44,75.44,79.1,76.76,3.66,16,10.46,1.05,1
77.64,76.66,76.66,79.83,77.85,3.17,19.2,4.55,-6.92,1
78.13,71.29,72.02,80.81,75.28,8.79,24,14.19,2.56,1
74.46,70.31,71.04,76.17,71.14,5.13,22.4,8.15,-4.17,1
66.89,54.44,42.48,72.27,62.89,29.79,36.8,34.68,19.76,1
65.43,58.11,40.53,105.71,73.42,65.19,41.6,51.22,37.26,1
77.15,74.95,75.44,79.59,74.38,4.15,17.6,11.17,1.02,1
79.1,73,73,86.67,79.8,13.67,48,24.99,9.59,1
68.12,83.74,59.08,83.74,61.68,24.66,28.8,11.69,-0.58,1
70.8,85.94,64.21,85.94,66.75,21.73,30.4,4.13,-9.6,1
70.56,66.89,67.38,76.66,71.6,9.28,36.8,15.57,1.19,1
73,72.51,72.75,74.95,73.11,2.2,11.2,-4.99,-13.81,1
62.5,55.42,55.42,66.41,61.6,10.99,30.4,14.41,4.61,1
34.91,62.99,34.91,81.54,62.57,46.63,41.6,39.8,26.53,1
68.12,61.28,55.66,88.13,67.08,32.47,35.2,10.78,-6.38,0
45.65,39.55,37.84,107.18,68.33,69.34,292.8,29.12,7.64,0
44.43,61.04,42.48,89.36,69.29,46.88,65.6,24.9,3.71,0
67.14,68.85,66.89,72.02,65.57,5.13,16,-3.58,-15.26,0
49.56,45.41,42.48,90.09,62.05,47.61,35.2,13.65,-4.46,0
40.04,39.55,36.13,99.85,65.9,63.72,166.4,21.2,-0.91,0
74.95,72.75,73.24,77.39,72.19,4.15,17.6,11.99,1.62,1
67.38,61.28,49.32,75.2,64.88,25.88,25.6,34.4,23.42,1
90.58,89.36,89.84,93.51,89.97,3.66,12.8,3.58,-4.08,1
80.81,79.59,79.59,81.79,80.24,2.2,11.2,-1.74,-6.55,1
82.28,59.57,37.84,83.01,75.18,45.17,43.2,35.92,22.38,1
35.16,55.42,35.16,81.54,73.55,46.39,56,34.09,19.04,1
75.44,69.34,41.75,105.22,70.85,63.48,44.8,47.5,32.99,1
75.93,71.78,72.02,80.32,75.1,8.3,30.4,18.82,5.12,1
78.61,73.24,73.24,80.81,75.47,7.57,32,22.4,7.79,1
77.15,73.97,73.97,78.86,75.82,4.88,24,14.29,2.39,1
37.35,67.63,34.67,104.49,73.38,69.82,56,46.33,33.32,1
75.68,68.85,69.34,78.13,73.1,8.79,33.6,18.72,4.94,1
62.5,58.35,58.35,69.58,62.94,11.23,38.4,38.13,24.85,1
70.31,57.13,57.13,75.68,68.52,18.55,60.8,32.67,19.74,1
57.13,50.78,50.05,63.23,55.56,13.18,72,22.29,7.07,1
76.66,61.77,62.5,82.52,75.5,20.02,44.8,34.14,19.45,1
80.32,75.93,76.66,81.79,77.83,5.13,25.6,15.64,2.66,1
76.66,74.46,74.95,85.21,78.96,10.25,36.8,29.55,16.92,1
80.81,78.86,79.1,84.23,77.28,5.13,17.6,8.91,-2.22,1
67.38,59.57,40.77,105.22,69.18,64.45,30.4,42.94,29.14,1
82.28,73.97,74.46,85.94,78.4,11.47,40,15.35,3.89,1
100.59,94.97,95.21,108.89,86.83,13.67,20.8,4.83,-6.2,1
57.86,56.64,57.13,61.52,57.92,4.39,20.8,9.47,-1.95,1
69.58,69.34,69.58,73.24,69.17,3.66,30.4,6.08,-7.47,1
71.04,63.23,63.72,75.68,70.25,11.96,38.4,17.15,2.95,1
51.76,79.59,41.26,83.01,58.52,41.75,49.6,38.22,25.64,1
69.09,69.34,69.09,72.27,70.33,3.17,14.4,-3.46,-14.78,1
78.13,73,73,81.05,75.64,8.06,24,14.6,1.85,1
74.22,70.07,66.16,82.28,72.81,16.11,48,21.2,4.58,0
66.65,77.15,66.65,81.79,72.71,15.14,17.6,14.82,2.98,0
69.58,65.43,36.13,69.58,50.08,33.45,40,6.24,-13.19,0
62.99,42.24,38.57,70.07,51.53,31.49,22.4,4.65,-8.42,0
46.88,43.46,41.5,83.74,53.1,42.24,48,13.33,-5.82,0
60.06,59.81,46.14,88.38,49.14,42.24,155.2,2.35,-12.72,0
34.91,35.16,34.91,74.22,43.53,39.31,104,8,-14.04,0
75.44,73.97,74.46,79.1,74.39,4.64,24,15.67,4.54,1
56.88,54.2,55.18,60.55,49.56,5.37,20.8,11.31,2.56,1
58.35,39.55,41.75,92.29,67.28,50.54,62.4,29.34,15.25,1
39.06,76.66,36.62,79.83,67.6,43.21,25.6,15.13,2.81,1
62.99,54.2,40.04,74.22,64.23,34.18,46.4,41.94,29.13,1
71.04,61.52,60.55,75.44,68.98,14.89,36.8,31.32,18.43,1
72.51,69.34,69.34,76.9,73.07,7.57,19.2,24.2,13.2,1
63.96,57.86,59.33,77.39,67.54,18.07,91.2,23.92,10.37,1
75.93,73.97,74.22,81.05,76.37,6.84,32,21.05,7.28,1
74.95,74.22,74.46,83.01,76.93,8.54,22.4,26.37,15.01,1
44.68,79.35,44.68,81.79,69.6,37.11,30.4,8.91,-1.78,1
78.86,78.13,78.13,82.76,79.74,4.64,19.2,8.89,-2,1
75.44,74.95,74.95,78.61,76.18,3.66,25.6,11.91,-1.24,1
83.25,77.64,78.13,86.91,81.54,8.79,33.6,18.71,6.45,1
76.9,75.93,76.17,80.57,74.94,4.39,17.6,8.11,-1.93,1
75.44,74.71,74.71,77.88,72.75,3.17,19.2,10.6,-0.07,1
63.96,61.28,37.6,73.73,64.03,36.13,25.6,37.08,26.31,1
84.23,79.83,79.83,88.38,83.07,8.54,24,12.14,-0.04,1
45.41,69.34,39.55,75.44,66.96,35.89,33.6,11.46,-1.47,1
97.17,66.16,86.43,104.98,94.73,18.55,51.2,27.32,12.47,1
84.96,83.98,84.23,88.38,85.42,4.15,22.4,1.73,-10.42,1
40.53,38.33,37.6,74.22,62.39,36.62,46.4,4.73,-11.21,0
51.03,52.25,46.39,76.17,62.04,29.79,27.2,4.01,-13.69,0
41.75,52,34.67,96.44,66.41,61.77,123.2,21.42,0.06,0
42.97,35.89,41.99,85.69,58.21,43.7,104,24.09,0.05,0
71.53,71.04,71.04,73,71.59,1.95,16,2.08,-6.95,1
69.82,60.06,61.04,72.02,60.6,10.99,38.4,4.54,-7.81,1
75.44,75.2,75.44,78.86,76.63,3.42,22.4,7.24,-2.67,1
73.24,70.56,71.04,76.66,71.18,5.62,16,15.24,6.56,1
73.24,70.07,70.56,81.05,75.39,10.5,36.8,27.24,12.68,1
57.86,46.14,46.14,77.64,68.29,31.49,72,28.01,11.25,1
45.9,46.39,42.24,96.68,68.73,54.44,220.8,18.27,5.97,1
66.16,58.84,58.84,67.87,64.3,9.03,27.2,12.7,-0.99,1
60.3,65.43,60.3,66.41,57.18,6.1,16,1.74,-7.21,1
47.36,66.89,34.67,105.71,71.54,71.04,105.6,53.64,36.76,1
70.56,60.79,46.39,75.68,68.74,29.3,41.6,35.23,22.8,1
72.27,72.02,72.27,75.68,73.45,3.42,35.2,14.06,1.26,1
71.78,61.28,58.11,79.1,67.02,21,46.4,38.57,25.12,1
70.8,60.55,61.28,79.59,73,18.31,49.6,35.78,20.1,1
71.04,68.12,67.38,81.05,71.75,13.67,30.4,35.39,22.14,1
76.9,75.93,76.17,79.83,74.14,3.66,17.6,3.5,-7.67,1
75.44,74.46,74.46,80.32,77.09,5.86,25.6,19.98,6.7,1
77.64,73.49,74.22,82.28,77.22,8.06,33.6,15.49,2.55,1
72.27,70.56,70.56,76.66,72.92,6.1,22.4,20.78,9.41,1
76.66,73.49,73.49,83.01,78.33,9.52,38.4,23.84,10.78,1
77.39,75.93,75.93,80.08,77.46,4.15,19.2,8.91,-1.96,1
82.76,79.83,80.57,89.84,83.09,9.28,25.6,15.73,2.94,1
73.97,73,73.24,76.42,71.71,3.17,36.8,7.63,-4,1
75.93,74.46,74.95,80.32,76.22,5.37,28.8,15.66,2.05,1
76.17,70.07,70.8,80.81,76.25,10.01,46.4,24.17,9.17,1
74.46,63.96,63.96,77.88,71.16,13.92,30.4,17.07,4.13,1
63.72,62.5,62.5,65.43,63.14,2.93,22.4,1.72,-12.01,1
61.77,58.59,58.35,67.63,62.81,9.28,38.4,22.7,8.09,1
64.94,62.26,62.26,69.58,65.21,7.32,27.2,23.03,11.68,1
59.33,57.13,40.28,72.02,60.13,31.74,36.8,42.37,29.37,1
81.3,80.32,80.57,84.47,81.93,3.91,27.2,7.38,-4.67,1
72.51,71.04,37.11,80.08,72.43,42.97,27.2,36.6,25.1,1
80.57,85.21,80.57,85.94,82.34,5.37,16,7,-1.32,1
70.07,64.94,39.55,82.76,67.12,43.21,60.8,40.73,24.45,1
74.22,70.07,70.07,76.42,73.1,6.35,30.4,18.43,4.57,1
70.07,67.14,67.14,73.24,70.66,6.1,28.8,4.83,-9.29,1
68.85,64.45,64.94,72.51,68.95,7.57,36.8,12.18,-1.93,1
68.12,66.89,67.63,77.15,71.67,9.52,36.8,19.26,5.86,1
69.34,62.5,62.5,77.64,71.17,15.14,44.8,23.67,7.66,1
68.85,83.25,36.62,96.68,71.9,60.06,43.2,36.71,22.52,1
75.44,69.34,69.34,79.59,73.35,10.25,40,18.17,4.53,1
40.53,75.2,39.79,81.54,68.55,41.75,43.2,7.5,-5.56,0
70.8,59.33,36.13,91.55,70.52,55.42,96,31.18,22.71,0
44.92,36.62,42.24,83.01,69.75,40.77,43.2,24.85,13.05,0
36.87,41.75,36.87,50.54,40.3,13.67,20.8,0.97,-14.27,0
39.79,38.09,36.13,59.08,46.17,22.95,27.2,0.92,-14.16,0
37.35,43.46,34.91,77.88,64.27,42.97,30.4,15.2,-3.62,0
50.29,36.87,36.13,86.67,60.03,50.54,184,16.27,-8.27,0
34.91,38.82,34.91,67.87,49.16,32.96,68.8,11.82,-8.49,0
56.15,39.31,34.67,82.52,49.23,47.85,113.6,9.32,-7.8,0
69.82,67.63,68.12,73.24,68.32,5.13,20.8,10.23,-1.65,1
70.56,70.07,70.56,75.2,69.72,4.64,16,14.7,5.2,1
42.24,34.67,35.64,58.59,46.49,22.95,12.8,21.99,4.41,1
57.13,52.73,48.34,63.72,56.62,15.38,28.8,31.69,17.87,1
107.42,101.56,103.52,104.49,104.05,0.98,20.8,14.27,2.71,1
67.14,58.35,38.82,74.46,63.43,35.64,43.2,42.95,27.9,1
66.41,77.64,66.41,81.3,64.94,14.89,14.4,11.88,2.16,1
72.75,58.84,58.84,108.4,74.19,49.56,59.2,40.66,24.81,1
77.88,74.71,75.2,82.76,77.73,7.57,27.2,15.12,1.5,1
74.95,73.73,73.97,78.13,73.92,4.15,27.2,13.89,-0.27,1
74.95,64.45,65.43,79.59,73.61,14.16,35.2,19.11,5.81,1
76.9,74.46,74.46,79.59,76.55,5.13,25.6,10.76,-1.75,1
77.39,73.97,74.46,80.81,75.02,6.35,17.6,13.94,4.04,1
63.96,61.52,61.52,70.56,65.85,9.03,25.6,22.05,9.81,1
65.43,58.35,57.13,66.65,60.88,9.52,33.6,25.53,13.9,1
61.04,57.13,35.64,71.78,59.51,36.13,36.8,42.3,28.92,1
64.7,56.88,36.87,108.64,64.78,71.78,36.8,44.01,31.03,1
67.14,72.27,67.14,78.37,72.73,11.23,20.8,13.3,0.74,1
65.19,63.23,63.72,67.14,61.18,3.42,14.4,0.52,-10.66,1
69.34,65.43,66.16,72.75,67.99,6.59,28.8,2.47,-10.54,1
70.31,66.89,66.89,72.27,69.37,5.37,24,-0.8,-14.64,1
64.7,83.74,57.86,86.67,67.45,28.81,76.8,19.02,0.83,1
70.31,64.7,68.6,72.75,65.39,4.15,24,1.49,-10.87,1
70.8,62.74,63.96,73.73,69.22,9.77,35.2,11.61,-2.28,1
73.24,56.4,57.13,77.64,71.93,20.51,43.2,25.56,10.47,1
54.2,48.83,35.64,70.56,55.99,34.91,67.2,38.85,27.37,1
39.31,65.19,36.38,83.01,72.19,46.63,54.4,30.06,15.75,1
64.94,63.96,59.08,69.58,65.76,10.5,25.6,15.57,7.55,1
67.63,63.23,62.5,71.04,66.76,8.54,25.6,21.44,9.22,1
70.07,67.63,68.12,74.22,69.96,6.1,25.6,14.61,1.44,1
72.27,62.5,63.23,76.9,71.47,13.67,27.2,25.53,12.42,1
63.23,48.58,40.28,78.37,66.64,38.09,41.6,27.5,15.44,1
70.8,43.21,34.67,87.4,67.15,52.73,176,16.8,-4.25,0
65.43,43.95,43.95,67.14,60.13,23.19,19.2,6.76,-4.45,0
45.9,46.14,42.48,82.52,67.63,40.04,27.2,19.95,2.32,0
37.84,39.31,37.84,49.8,30.21,11.96,19.2,6.8,-2.49,0
74.46,76.66,74.46,85.94,75.48,11.47,24,7.23,-3.62,0
81.05,62.01,36.87,96.44,66.5,59.57,60.8,13.6,-12.39,0
62.5,44.92,45.65,65.19,52.45,19.53,70.4,1.94,-16.15,0
41.5,56.15,40.04,76.9,63.61,36.87,38.4,18.54,7.7,0
48.83,39.06,35.4,56.4,45.88,21,41.6,9.9,-7.52,0
36.38,35.4,35.4,51.51,37.84,16.11,25.6,0.49,-14.86,0
36.87,36.62,36.62,58.59,44.17,21.97,46.4,7.02,-12.52,0
41.75,37.11,41.75,93.26,66.79,51.51,43.2,3.35,-11.34,0
58.59,82.28,56.15,82.28,64.02,26.12,67.2,21.98,7.86,1
58.35,55.91,57.13,66.65,60.71,9.52,32,23.51,10.75,1
74.71,74.46,74.71,79.83,74.91,5.13,25.6,17,6.63,1
76.9,69.34,45.65,82.52,70.12,36.87,72,25.31,10.31,1
77.39,72.27,54.93,78.61,72.43,23.68,35.2,34.01,21.42,1
76.42,71.78,72.27,79.1,74.2,6.84,25.6,25.58,12.82,1
67.63,65.19,65.19,71.78,67.8,6.59,20.8,24.97,15.21,1
63.96,60.79,34.67,105.47,66.84,70.8,41.6,46.58,38.1,1
74.46,71.04,71.04,78.37,74.22,7.32,30.4,31.69,19.92,1
61.28,61.52,61.28,64.21,62.36,2.93,24,1.11,-12.88,1
71.04,60.55,60.79,75.68,70.73,14.89,38.4,28.32,14.11,1
77.88,74.95,75.44,82.28,76.88,6.84,27.2,10.53,-1.78,1
76.66,74.95,75.44,79.1,73.69,3.66,19.2,9.23,-1.57,1
72.75,70.07,70.56,81.3,75.7,10.74,43.2,22.1,6.05,1
77.15,76.66,77.15,84.23,78.74,7.08,28.8,16.53,3.88,1
78.37,64.94,65.43,85.94,78.47,20.51,43.2,19.71,6.43,1
76.9,76.17,76.66,78.37,77.02,1.71,14.4,-0.95,-10.03,1
75.93,73.24,73.97,79.59,75.07,5.62,20.8,20.24,10.68,1
82.76,64.94,64.94,83.74,69.56,18.8,64,10.71,-2.94,1
63.96,62.74,63.23,65.92,63.91,2.69,24,1.27,-11.55,1
74.46,72.75,72.75,77.15,74.2,4.39,25.6,13.7,0.35,1
63.48,57.13,35.89,108.64,62.08,72.75,68.8,48.36,32.75,1
60.3,59.81,55.66,65.19,60.52,9.52,16,25.83,18,1
77.64,75.44,75.93,81.3,77.24,5.37,35.2,19.68,5.18,1
79.35,36.87,36.87,81.79,71.4,44.92,19.2,14.36,1.02,1
81.05,73.97,73.97,87.89,80.51,13.92,59.2,32.91,18.94,1
41.02,76.66,41.02,85.45,78.7,44.43,36.8,24.5,11.27,1
63.72,80.57,57.13,83.01,62.61,25.88,52.8,30.97,16.74,1
66.89,66.16,66.89,70.56,65.7,3.66,20.8,9.53,-1.45,1
65.67,63.96,62.26,70.56,65.8,8.3,20.8,25.27,14.63,1
61.28,51.27,55.91,76.9,68.68,21,48,18.97,4.33,1
82.76,66.16,66.41,83.74,70.49,17.33,22.4,9.1,-1.27,1
42.72,78.13,35.4,80.08,66.96,44.68,35.2,20.28,8.83,0
39.31,42.24,39.31,79.83,41.69,40.53,32,2.78,-12.49,0
34.67,39.55,34.67,48.83,38.82,14.16,30.4,-5.19,-17.29,0
41.99,73.49,41.99,81.54,72.64,39.55,40,17.03,1.66,1
38.09,78.37,37.84,81.54,66.04,43.7,33.6,6.79,-8.3,1
71.04,70.56,70.56,72.51,71.08,1.95,17.6,6.43,-4.61,1
57.13,71.04,57.13,80.57,73.07,23.44,25.6,23.4,16.83,1
65.43,74.46,65.43,82.52,75.38,17.09,25.6,23.89,13.14,1
75.68,68.6,68.85,79.35,74.45,10.5,43.2,8.56,-6.89,1
76.42,75.2,75.2,81.54,78.03,6.35,20.8,11.46,0.12,1
78.37,78.13,78.13,86.18,81.7,8.06,25.6,16.6,2.94,1
72.51,72.75,72.51,79.59,75.79,7.08,25.6,24.13,12.06,1
73.97,72.75,73.24,82.52,77.41,9.28,30.4,25.82,12.14,1
77.88,74.95,75.44,85.21,79.23,9.77,30.4,19.14,5.54,1
76.66,71.78,71.78,80.32,75.74,8.54,27.2,25.13,11.48,1
60.79,55.42,55.42,72.02,64.58,16.6,72,33.59,18.19,1
81.54,79.83,79.83,82.52,80.82,2.69,17.6,3.83,-6.66,1
68.12,61.52,37.11,109.38,70.92,72.27,32,41.84,29.49,1
71.53,71.04,71.04,73,71.68,1.95,14.4,-2.89,-13.64,1
80.57,77.64,77.64,86.91,81.67,9.28,51.2,23.02,8.69,1
71.04,66.65,67.63,73,68.16,5.37,19.2,14.88,3.61,1
66.16,62.99,63.48,68.12,59.57,4.64,16,-2.99,-14.14,1
74.22,86.43,56.4,98.14,75.84,41.75,43.2,26.92,12.13,1
69.34,62.74,62.74,75.93,71.01,13.18,36.8,16.11,0.79,1
71.29,67.63,68.12,76.42,71.61,8.3,27.2,19.23,5.71,1
73.24,71.53,70.56,77.15,71.96,6.59,35.2,13.19,-0.13,1
58.59,69.34,58.59,78.13,66.93,19.53,38.4,16.85,4.33,1
71.53,73.24,71.53,81.3,76.35,9.77,30.4,20.64,7.27,1
66.89,48.34,42.24,79.59,63.01,37.35,43.2,31.51,23.13,1
69.34,71.04,69.34,73.97,70.83,4.64,22.4,13.98,3.27,1
73,65.43,66.16,77.64,72.13,11.47,36.8,23.08,8.88,1
70.56,68.12,68.85,75.44,71.14,6.59,40,16.14,2.13,1
73,74.22,73,76.17,74.41,3.17,43.2,7.44,-3.21,1
34.67,87.16,34.67,106.93,74.12,72.27,65.6,28.25,15.67,1
59.81,51.51,51.51,73.49,65.99,21.97,38.4,22.34,8.81,1
70.07,58.11,58.11,75.68,69.76,17.58,48,16.13,2.41,1
50.05,66.16,45.65,80.57,66.94,34.91,25.6,15.88,0.08,0
96.44,36.62,42.48,98.63,53.6,56.15,48,10.89,-4.99,0
63.23,57.37,57.62,78.13,65.89,20.51,41.6,5.12,-5.95,0
40.77,64.7,40.77,73.97,60.03,33.2,32,24.44,12.95,0
47.12,36.62,34.67,104.98,67.68,70.31,169.6,31.97,12.78,0
85.94,85.69,46.39,88.13,54.52,41.75,36.8,2.8,-9.76,0
38.09,38.33,38.09,50.05,38.82,11.96,88,1.47,-16.2,0
67.63,54.69,54.69,69.09,63.18,14.4,28.8,25.33,13.59,1
78.37,66.16,66.16,81.79,73.17,15.63,33.6,30.5,16.95,1
67.87,66.89,66.89,81.05,74.19,14.16,30.4,23.61,14.98,1
61.52,84.96,59.08,96.68,70.97,37.6,36.8,17.08,4.59,1
72.75,72.51,71.04,75.2,69.68,4.15,22.4,25.8,19.96,1
74.46,71.04,71.53,75.68,67.63,4.15,27.2,14.22,0.79,1
72.75,70.56,70.56,75.93,72.78,5.37,32,20.58,7.51,1
83.98,75.44,75.93,86.67,78.31,10.74,28.8,11.44,-0.86,1
62.5,62.5,34.91,108.64,72.08,73.73,28.8,40.72,28.13,1
73.97,74.46,73.97,79.1,73.35,5.13,19.2,5.96,-6.85,1
74.71,73.97,74.46,79.83,74.59,5.37,19.2,11.82,1.21,1
75.93,75.44,75.93,81.79,76.83,5.86,20.8,12.99,1.13,1
76.42,74.46,74.95,79.59,74.85,4.64,19.2,11.63,1.14,1
77.64,73.49,73.97,80.08,76.35,6.1,35.2,17.78,4.19,1
74.95,72.51,72.75,77.88,73.73,5.13,25.6,15.18,2.47,1
75.68,71.78,71.78,80.08,75.74,8.3,24,26.86,14.5,1
64.45,57.86,41.5,104.98,63.07,63.48,25.6,44.47,32.54,1
66.65,62.74,62.74,68.12,65.17,5.37,16,-3.46,-15.07,1
65.43,58.35,58.84,68.36,64.76,9.52,41.6,15.77,-0.39,1
68.12,64.45,65.19,70.56,64.88,5.37,17.6,4.84,-6.41,1
60.79,82.28,56.88,90.09,64.29,33.2,76.8,20.18,3.34,1
63.96,58.59,59.57,72.02,67.58,12.45,51.2,19.74,2.45,1
71.53,65.19,66.89,73.97,69.85,7.08,36.8,10.16,-5.36,1
68.12,62.74,62.74,74.95,69.55,12.21,62.4,24.57,11.43,1
69.34,66.89,67.14,74.71,70.32,7.57,27.2,16.81,4.05,1
72.75,71.78,72.02,74.95,70.09,2.93,25.6,3.47,-8.23,1
36.13,70.07,36.13,95.21,72.07,59.08,57.6,29.05,14.87,1
70.8,96.44,64.94,106.69,72.55,41.75,30.4,28.95,16.59,1
73.24,70.07,70.07,82.76,75.42,12.7,40,18.98,8.24,1
70.31,66.16,66.16,73.24,69.4,7.08,40,17.57,4.83,1
70.07,64.94,64.94,76.9,71.12,11.96,30.4,31.95,18.16,1
70.8,66.89,67.63,77.15,72.45,9.52,36.8,17.18,4.55,1
71.04,64.94,65.43,78.61,71.95,13.18,35.2,20.83,9.62,1
73.73,71.78,72.02,80.81,74.7,8.79,30.4,11.26,-0.41,1
79.35,52.49,79.35,81.79,48.58,2.44,17.6,-2.09,-10.33,0
42.72,35.16,36.13,83.5,64.7,47.36,33.6,14.34,-3.91,0
66.41,45.17,42.72,81.3,69.45,38.57,25.6,18.87,8.09,0
59.08,62.74,42.24,88.13,67,45.9,65.6,17.68,-3.94,0
66.65,39.55,42.48,80.81,67.16,38.33,40,15.06,-5.13,0
46.39,46.14,41.75,78.86,66.15,37.11,41.6,17.99,-1.26,0
37.6,51.27,36.62,102.29,67.19,65.67,203.2,26.57,2.48,0
69.34,67.14,65.92,81.3,70.97,15.38,33.6,19.91,8.62,0
36.13,36.87,36.13,81.3,51.19,45.17,38.4,1.04,-11.15,0
36.38,34.67,34.67,72.27,44.34,37.6,278.4,18.7,-3.98,0
72.75,72.27,71.04,77.39,68.66,6.35,56,2.03,-11.34,0
34.91,38.09,34.91,61.52,48.79,26.61,83.2,3.53,-13.44,0
45.17,44.92,37.35,71.29,42.66,33.94,152,10.61,-13.61,0
42.24,54.69,39.31,71.04,45.81,31.74,19.2,-1.94,-14.46,0
35.16,34.91,35.16,57.86,42.15,22.71,48,5.08,-11.86,0
71.04,81.54,61.28,91.31,72.95,30.03,40,32.23,18.25,1
56.88,85.21,50.05,88.38,65.18,38.33,83.2,33.41,20.59,1
68.36,61.77,65.67,74.46,66.42,8.79,27.2,7.41,-5.37,1
60.55,49.32,50.05,76.66,68.03,26.61,49.6,33.28,19.31,1
63.23,61.52,62.5,69.82,63.37,7.32,22.4,14.94,6.98,1
65.67,62.99,65.67,70.8,61.74,5.13,54.4,8.02,-2.98,1
76.66,73.97,74.46,77.39,70.33,2.93,12.8,0.32,-9.45,1
73.97,68.12,68.36,75.2,60.52,6.84,52.8,9.59,-0.15,1
64.94,58.35,42.24,70.8,60.1,28.56,24,41.34,31.19,1
62.01,59.57,40.28,109.13,68.31,68.85,25.6,39.8,29.39,1
61.52,60.55,60.55,66.41,62.92,5.86,17.6,17.79,9.14,1
63.96,61.52,61.52,79.1,72.93,17.58,40,31.9,16.61,1
78.37,78.13,78.37,81.79,75.88,3.42,19.2,3.34,-8.07,1
79.35,75.44,75.44,83.98,79.36,8.54,35.2,21.81,9.39,1
42.48,73.24,42.48,81.3,75.54,38.82,56,21.57,7.99,1
77.15,74.22,73.97,81.79,76.53,7.81,20.8,26.46,16.89,1
75.44,72.02,71.78,81.79,75.27,10.01,44.8,27.98,15.36,1
72.75,69.34,70.07,77.64,72.75,7.57,28.8,18,4.65,1
77.15,70.07,70.07,81.3,75.1,11.23,25.6,18.87,5.72,1
74.95,69.58,69.58,79.35,73.74,9.77,25.6,23.56,10.86,1
73.73,63.72,63.72,75.93,72.37,12.21,24,11.33,-1.07,1
72.27,68.85,69.34,74.46,68.33,5.13,16,4.01,-5.77,1
69.09,63.96,64.94,77.88,71.06,12.94,25.6,33.86,21.23,1
65.67,62.5,62.5,76.17,71,13.67,44.8,28.77,12.8,1
70.8,64.45,65.19,77.39,71.8,12.21,27.2,13.92,1.62,1
56.15,50.05,39.31,79.83,60.68,40.53,32,42.07,28.93,1
71.04,71.78,71.04,76.9,72.66,5.86,27.2,17.17,4.49,1
72.27,66.16,66.16,75.93,71.48,9.77,27.2,27.25,14.16,1
71.78,69.34,70.07,77.15,71.87,7.08,22.4,13.57,0.88,1
74.95,67.63,67.87,77.39,68.26,9.52,20.8,8.85,-2.11,1
70.56,63.23,63.23,75.44,70.05,12.21,44.8,15.31,6.07,1
40.28,46.88,40.28,109.13,65.81,68.85,60.8,49.55,34.93,1
69.34,59.57,68.85,76.9,68.88,8.06,38.4,11.07,-4.86,1
69.09,68.85,69.09,71.78,66.14,2.69,19.2,-1.69,-12.92,1
48.1,85.69,43.95,89.11,67.95,45.17,49.6,31.44,17,1
62.01,46.14,36.13,104.98,69.05,68.85,35.2,31.94,15.46,0
42.48,71.53,34.67,109.62,70.77,74.95,44.8,26.11,8.15,0
41.26,37.11,41.26,48.1,41.26,6.84,32,-3.68,-19.94,0
45.65,45.9,34.67,79.83,61.62,45.17,30.4,4.93,-13.64,0
64.45,65.43,52,91.31,72.15,39.31,35.2,18.91,2.82,0
67.38,64.45,38.57,88.38,66.02,49.8,41.6,23.15,8.79,0
44.43,74.46,39.55,78.86,63.77,39.31,19.2,10.26,-5.9,0
